房子标题,小区名字,小区地址,相关信息,房价总价/万,每平方价格
皇庭世纪 东北向两房  满五唯一 户型方正,皇庭世纪 ,石厦,2室1厅 | 63.96平米 | 东北 | 精装 | 低楼层(共33层) | 2004年建 | 板塔结合,640,100063
诚心卖  电梯中楼层  生活方便  12号线地铁口,翠景居 ,西乡,1室0厅 | 38.36平米 | 东北 | 简装 | 中楼层(共8层) | 1997年建 | 塔楼,182,47446
大运边上地铁口物业，高楼层采光通风好看花园安静.,THETOWN乐城 ,大运新城,2室1厅 | 51.65平米 | 西南 | 精装 | 高楼层(共33层) | 2014年建 | 板楼,270,52275
业主人很好 诚意出售 有客户多多推荐,金地梅陇镇一期 ,龙华新区,2室2厅 | 76.72平米 | 东南 | 简装 | 低楼层(共24层) | 2006年建 | 板塔结合,510,66476
满五唯一，中海大山地北区两房，高楼层视野好,中海大山地北区 ,横岗,2室1厅 | 73.26平米 | 南 | 精装 | 高楼层(共31层) | 2009年建 | 板塔结合,325,44363
满五唯一 红本在手 户型方正看花园 安静采光通风好,青春庭园 ,西乡,2室2厅 | 53.93平米 | 南 北 | 精装 | 中楼层(共6层) | 2003年建 | 塔楼,393,72873
阳光高层小户型，双阳台方正实用，税费低业主诚心出售,祥云天都世纪大厦 ,新洲,1室1厅 | 50.05平米 | 西北 | 精装 | 中楼层(共32层) | 2007年建 | 板塔结合,405,80920
时尚新居高楼层大阳台单房 观洪湖公园景色,时尚新居 ,笋岗,1室0厅 | 32.75平米 | 东 | 简装 | 高楼层(共29层) | 2000年建 | 平房,168,51298
二期花园满五税费少 自带空中花园 小区电梯直达商场,信义御城豪园 ,横岗,2室1厅 | 73.49平米 | 东南 | 精装 | 中楼层(共28层) | 2014年建 | 塔楼,363,49395
佳兆业开发及管理 低楼层 安静舒适 八月满五年,桂芳园一期 ,布吉大芬,2室1厅 | 61.79平米 | 东南 | 精装 | 低楼层(共6层) | 2001年建 | 板楼,295,47743
红本在手，满五年，户型方正，诚心出售。,帝港海湾豪园 ,福田保税区,2室1厅 | 69.09平米 | 北 | 简装 | 中楼层(共25层) | 2003年建 | 塔楼,546,79028
南向看花园园景，安静，舒适景观，一手业主满五年,莱蒙水榭春天三期 ,红山,2室2厅 | 66.88平米 | 南 | 简装 | 低楼层(共33层) | 2011年建 | 塔楼,638,95395
老街地铁口 中间楼层 无遮挡 方正实用,港岛银座 ,地王,1室0厅 | 41.07平米 | 西北 | 简装 | 中楼层(共32层) | 2006年建 | 板楼,199,48454
双地铁口物业，边上就是中粮大悦城,宝民花园 ,新安,1室2厅 | 49.3平米 | 西南 | 精装 | 高楼层(共8层) | 1992年建 | 板塔结合,305,61867
业主自住精装一房   满五年唯一,华业玫瑰四季馨园一期 ,红山,1室1厅 | 45.63平米 | 东南 | 精装 | 高楼层(共32层) | 2015年建 | 塔楼,450,98620
精装三期两房，南向，精装，安静，满五年无个税,中海怡翠山庄三期 ,布吉水径,3室2厅 | 71.3平米 | 东南 | 精装 | 高楼层(共6层) | 2001年建 | 板楼,320,44881
地铁口物业，珠宝商圈，楼下沃尔玛,旭飞华达园 ,百仕达,1室1厅 | 33.66平米 | 南 | 简装 | 24层 | 2002年建 | 塔楼,175,51991
东南朝向看花园和宝体 诚心出售 中高楼层采光通风好,花样年花乡 ,宝安中心,1室0厅 | 27.88平米 | 东南 | 精装 | 中楼层(共20层) | 2011年建 | 板塔结合,320,114778
满五年唯一，税费少，小区安静不错,中山颐景花园一期 ,南头,2室1厅 | 88.4平米 | 南 | 简装 | 中楼层(共16层) | 2001年建 | 板塔结合,728,82353
中信湾上六座1房1厅1厨1卫双阳台满5唯1红本在手,中信湾上六座 ,碧海,1室1厅 | 37.49平米 | 南 | 简装 | 中楼层(共17层) | 2009年建 | 板塔结合,348,92825
温馨装修两居室，业主自住，采光好,中海怡瑞山居 ,布吉石芽岭,2室2厅 | 66.72平米 | 东北 | 精装 | 高楼层(共29层) | 2007年建 | 塔楼,300,44965
户型方正，标准住宅，配套成熟  交通便利,万象天成 ,龙岗中心城,1室1厅 | 39.93平米 | 南 | 精装 | 低楼层(共26层) | 2010年建 | 塔楼,143,35813
满五    业主诚心出售、精装两房、即买即入住,东方瑞景苑 ,龙岗双龙,2室2厅 | 74.55平米 | 西南 | 精装 | 高楼层(共27层) | 2011年建 | 板塔结合,252,33803
4号线成熟地铁物业，户型方正，使用率高,潜龙曼海宁花园北区 ,上塘,2室2厅 | 70.18平米 | 东南 南 | 精装 | 低楼层(共28层) | 2013年建 | 塔楼,560,79795
满五年唯一住宅  税费少  楼层高视野好,锦冠华城 ,横岗,2室2厅 | 76.48平米 | 南 | 简装 | 高楼层(共16层) | 2003年建 | 板塔结合,308,40272
前海自贸辐射区，2011年封闭花园，高楼层视野好。,东方银座公馆 ,前海,1室0厅 | 50.66平米 | 西 | 精装 | 高楼层(共32层) | 2011年建 | 塔楼,460,90802
蛇口纯正hao宅 临山揽海 安静宜居,半山海景兰溪谷二期 ,蛇口,2室1厅 | 83.17平米 | 东南 | 精装 | 中楼层(共31层) | 2010年建 | 塔楼,1147,137911
房子满五年唯一+东南向看花园+前后双阳台正规两房,海湾明珠 ,西乡,2室1厅 | 67.64平米 | 东南 | 精装 | 中楼层(共8层) | 2002年建 | 板塔结合,570,84270
精装修两居室  复式结构，看房方便，适合居家,海滨假日 ,盐田港,2室1厅 | 32.75平米 | 北 | 精装 | 低楼层(共19层) | 2008年建 | 板塔结合,198,60459
龙华书城旁 新华苑经典实用三居室 精装修保养好,新华苑 ,龙华中心,3室2厅 | 84.72平米 | 南 | 简装 | 高楼层(共8层) | 2001年建 | 板塔结合,430,50756
满五唯一   户型方正，业主诚卖,都会100 ,华强北,1室0厅 | 35.31平米 | 西 | 精装 | 中楼层(共31层) | 2002年建 | 塔楼,510,144436
满五唯一！38平方米大露台已改好房间！南向安静看花园,深业新岸线一期 ,宝安中心,3室1厅 | 78.26平米 | 东南 南 | 简装 | 低楼层(共25层) | 2005年建 | 塔楼,900,115002
此房看花园 承翰陶源，户型方正，业主装修保养好,承翰陶源 ,龙岗中心城,2室1厅 | 79.74平米 | 东南 | 精装 | 中楼层(共31层) | 2014年建 | 板塔结合,275,34488
户型方正实用 高楼层无遮挡视野好 近地铁7号线笋岗站,祥福雅居 ,笋岗,1室1厅 | 34.31平米 | 西 | 精装 | 低楼层(共31层) | 2005年建 | 板塔结合,240,69951
九号线，大阳台户型方正，采光好，无遮挡,朗钜御风庭 ,黄贝岭,1室1厅 | 46.53平米 | 西南 | 精装 | 低楼层(共28层) | 2004年建 | 板塔结合,278,59747
此房 满两年 租客在租在住装修 位置安静，得房率很高,潜龙曼海宁花园南区 ,上塘,2室1厅 | 69.95平米 | 东南 | 精装 | 低楼层(共28层) | 2011年建 | 塔楼,555,79343
龙威花园二期   高楼层采光好  精装两房厅出阳台,龙威花园二期 ,布吉关,2室2厅 | 59.53平米 | 东南 | 精装 | 中楼层(共15层) | 2003年建 | 板塔结合,278,46700
中翠花园 方正温馨两房 自住保养好 满五唯一,中翠花园 ,布吉大芬,2室1厅 | 71.7平米 | 西南 | 精装 | 中楼层(共9层) | 2004年建 | 板塔结合,,48508
旺业豪苑 2室1厅 290万,旺业豪苑 ,东门,2室1厅 | 49.95平米 | 南 | 精装 | 中楼层(共33层) | 2003年建 | 塔楼,290,58059
布吉地铁口百合星城  70年在宅 满10年唯一红本税费少,百合星城一期 ,布吉关,1室0厅 | 36.03平米 | 东北 | 精装 | 高楼层(共30层) | 2003年建 | 塔楼,,43242
急售急售急售 南向高层两房 降价30万,金景花园 ,银湖,2室1厅 | 74.29平米 | 南 | 简装 | 中楼层(共8层) | 1991年建 | 板塔结合,385,51824
大芬 近地铁 电梯精装两房  换房诚售,茂业城 ,布吉大芬,2室1厅 | 66.88平米 | 南 | 精装 | 中楼层(共8层) | 1992年建 | 板塔结合,212,31699
满五唯一，楼层好，视野宽阔，采光充足,梅兴苑 ,梅林,2室2厅 | 79.34平米 | 南 北 | 精装 | 高楼层(共7层) | 1996年建 | 板楼,500,63020
康达尔花园五期蝴蝶堡 2室1厅 352万,康达尔花园五期蝴蝶堡 ,布吉大芬,2室1厅 | 65.03平米 | 西 | 简装 | 高楼层(共34层) | 2008年建 | 板塔结合,352,54129
满五唯一，地铁口物业，住家装修好，小区人绿化好。,凯丰花园二期 ,梅林,2室1厅 | 32.39平米 | 西北 | 精装 | 低楼层(共18层) | 2006年建 | 板塔结合,295,91078
朝南看花园，正规两房，精装修，通风采光好,合正瑞园 ,八卦岭,2室1厅 | 74.99平米 | 南 | 精装 | 低楼层(共26层) | 2007年建 | 板塔结合,675,90013
宝体地铁口物业，特殊户型，温馨一室一厅，高使用率。,花样年花郡 ,宝安中心,1室1厅 | 40.31平米 | 东北 | 精装 | 低楼层(共27层) | 2010年建 | 塔楼,500,124039
中高楼层 安静 视野好 税费低 近地铁 少有厅出阳台,朗苑 ,西丽,1室1厅 | 47.81平米 | 北 | 精装 | 中楼层(共16层) | 2009年建 | 塔楼,460,96215
远洋新天地次新楼盘，精装自住两房，东南朝向采光视野,远洋新天地 ,龙岗中心城,2室1厅 | 75.83平米 | 南 | 精装 | 中楼层(共39层) | 2017年建 | 板塔结合,315,41541
"1站换10号线,坂银通道门户,全新装修 满五唯一",珠江旭景佳园 ,坂田,2室2厅 | 78.72平米 | 北 | 精装 | 低楼层(共23层) | 2008年建 | 塔楼,470,59706
满五唯一税费少 大阳台朝花园 诚心出售,振业峦山谷 ,龙岗宝荷,2室1厅 | 79.12平米 | 北 | 简装 | 低楼层(共33层) | 2010年建 | 板塔结合,305,38550
丹竹头地铁口朝南两房，采光好，户型方正，业主诚心售,中城康桥花园一期 ,丹竹头,2室1厅 | 65.86平米 | 东南 | 精装 | 高楼层(共7层) | 2000年建 | 板塔结合,285,43274
视野开阔.交通方便.楼层好.诚心出售...,鑫竹苑 ,竹子林,2室1厅 | 82.43平米 | 东南 | 精装 | 中楼层(共28层) | 2002年建 | 板塔结合,1000,121316
满五唯一红本，布吉三地铁口物业，高层南向端头位两房,翡翠星光园 ,布吉关,2室1厅 | 61.77平米 | 南 | 简装 | 中楼层(共28层) | 2007年建 | 板塔结合,320,51806
湖景大厦 3室2厅 750万,湖景大厦 ,翠竹,3室2厅 | 138.5平米 | 南 | 精装 | 高楼层(共26层) | 1992年建 | 板塔结合,750,54152
地铁口物业  小两房总价低   住家安静   业主换房出售,蜜园 ,新洲,2室1厅 | 57.55平米 | 北 | 简装 | 中楼层(共33层) | 2007年建 | 塔楼,470,81669
精致现代装修　安静唯一　南向　业主诚心出售,榕苑 ,民治,1室1厅 | 52.16平米 | 南 | 精装 | 高楼层(共7层) | 1998年建 | 板楼,308,59050
房子满二不唯一，业主诚心放售，看房可以提前预约。,联城美园 ,春风路,1室0厅 | 26.49平米 | 东 | 精装 | 35层 | 2006年建 | 塔楼,158,59646
精装修 高楼层 视野开阔 景观好,麟恒中心广场二期 ,横岗,2室2厅 | 75.78平米 | 南 | 精装 | 低楼层(共30层) | 2016年建 | 板塔结合,364,48034
满2唯一，视野开阔，通风采光很棒，㙾位和户口都没用,黄金大厦 ,新安,2室1厅 | 64.04平米 | 西北 | 精装 | 中楼层(共32层) | 2011年建 | 塔楼,485,75734
适合居住 采光充足 视野充足，看房方便,金银园 ,银湖,2室1厅 | 57.15平米 | 北 | 精装 | 中楼层(共13层) | 1998年建 | 板塔结合,375,65617
大两房，满五唯一税费少，户型方正，采光通风良好,东方半岛花园A区 ,布吉大芬,2室2厅 | 74.04平米 | 西南 | 简装 | 中楼层(共11层) | 2000年建 | 板塔结合,278,37548
双地铁口 中间楼层  红本 满五年  少税诚售,凯丰花园综合楼 ,梅林,1室0厅 | 31.05平米 | 北 | 精装 | 中楼层(共7层) | 1998年建 | 板塔结合,180,57972
尚水天成 地铁口精装三房 满五年费用少 朝向好急售,尚水天成 ,布吉水径,3室2厅 | 81.52平米 | 南 | 精装 | 低楼层(共27层) | 2016年建 | 板塔结合,476,58391
满五年.和亨精装liang房 业主诚心出售,和亨中心广场 ,盐田港,2室2厅 | 68.76平米 | 西南 | 精装 | 中楼层(共29层) | 2007年建 | 板塔结合,268,38977
南山蛇口花园城一期正规两房，保养好,花园城一期 ,蛇口,2室1厅 | 78.84平米 | 东北 | 精装 | 低楼层(共15层) | 2001年建 | 板塔结合,810,102740
富通好旺角一期32平米上下两层，满五年，红本在手,富通好旺角一期 ,宝安中心,1室1厅 | 32.12平米 | 东南 | 简装 | 低楼层(共21层) | 2004年建 | 板塔结合,455,141657
石厦优质精装小复式，租约稳定，业主诚心出售,葵花公寓 ,石厦,1室1厅 | 35.89平米 | 北 | 精装 | 低楼层(共35层) | 2008年建 | 板塔结合,500,139315
满两年，精装修，业主诚心卖，看房方便,栖游家园 ,蛇口,1室0厅 | 31.11平米 | 西南 | 精装 | 中楼层(共34层) | 2014年建 | 塔楼,348,111862
满两年大阳台看花园两房安静怡人,中海西岸华府北区 ,松岗,2室2厅 | 83.24平米 | 东南 | 简装 | 中楼层(共17层) | 2007年建 | 板塔结合,400,48054
地铁口低总价电梯两房，户型方正实用,怡康家园 ,布吉大芬,2室1厅 | 42.19平米 | 南 | 简装 | 高楼层(共16层) | 2005年建 | 板塔结合,215,50960
坪洲地铁口 白金假日精装两房 满两年 楼层佳视野好,白金假日公寓 ,西乡,2室2厅 | 40.19平米 | 西北 | 简装 | 中楼层(共28层) | 2007年建 | 板楼,400,99528
新华成高楼层正规两房，三阳台设计，交通出行方便,新华城 ,龙华新区,2室1厅 | 70.83平米 | 北 | 简装 | 高楼层(共30层) | 2010年建 | 板塔结合,425,60003
满五年唯一物业，地铁口，业主自住保养好，住家安静！,康达尔花园四期 ,布吉大芬,2室2厅 | 72.03平米 | 东 | 精装 | 低楼层(共20层) | 2004年建 | 塔楼,330,45815
鹏公馆大一房，朝向好，户型方正，带精装修,鹏公馆 ,翠竹,1室1厅 | 39.8平米 | 南 | 精装 | 低楼层(共29层) | 2009年建 | 塔楼,468,117588
2017年交楼，户型方正，精装修，落地窗，光线好,绿景虹湾 ,梅林,2室1厅 | 52.88平米 | 西 | 精装 | 高楼层(共46层) | 2015年建 | 塔楼,599,113276
坂银通道地铁口 满五唯一精装两房诚意出售,诺德中央道 ,坂田,2室1厅 | 69.5平米 | 北 | 精装 | 中楼层(共33层) | 2014年建 | 板楼,446,64173
1. 户型方正 实用率高，看房方便，业主诚心出售。,山水居 ,梅林,2室1厅 | 65.42平米 | 北 | 精装 | 中楼层(共10层) | 2000年建 | 板塔结合,540,82544
鸿荣源开发  壹城精装修中间楼层3房  急卖,鸿荣源·壹成中心第六区 ,龙华中心,3室2厅 | 75.59平米 | 东南 | 精装 | 低楼层(共52层) | 2019年建 | 塔楼,608,80434
满五年唯一，业主换房诚售，片区产业升级,鹏盛村 ,八卦岭,1室1厅 | 31.48平米 | 北 | 简装 | 中楼层(共8层) | 1992年建 | 板塔结合,285,90534
星湖花园 满五唯一户型方正 采光好 业主自住 诚心出售,星湖花园 ,银湖,1室1厅 | 44.15平米 | 东北 | 简装 | 高楼层(共28层) | 2005年建 | 板塔结合,265,60023
鸿园居带40平露台两房，小高层，满五年红本无增值税,鸿园居 ,百仕达,2室1厅 | 60.63平米 | 南 北 | 简装 | 高楼层(共9层) | 2000年建 | 板塔结合,380,62676
大两房，通透户型，满五唯一红本,大世纪水山缘 ,布吉南岭,2室2厅 | 72.84平米 | 东北 | 精装 | 中楼层(共11层) | 2004年建 | 塔楼,318,43658
深业东岭，2017年新房，厅出阳台两房，业主诚心放卖,深业东岭 ,黄贝岭,2室1厅 | 71.91平米 | 西北 | 精装 | 低楼层(共38层) | 2018年建 | 塔楼,505,70227
满五年 04年花园小区  人车分流   水贝地铁口  配套齐,雍翠华府 ,布心,2室1厅 | 63.07平米 | 西南 | 精装 | 中楼层(共32层) | 2004年建 | 板塔结合,370,58665
满五年红本在手 72平正规大两房  精装修 看房方便,景华苑 ,布吉水径,2室1厅 | 72.77平米 | 南 | 精装 | 中楼层(共8层) | 2001年建 | 板塔结合,285,39165
阳光新干线家园 方正一房一厅 双阳台 拎包入住,阳光新干线家园 ,春风路,1室1厅 | 38.85平米 | 东北 | 精装 | 高楼层(共33层) | 2005年建 | 塔楼,220,56629
满五年，户型方正通透，朝南采光视野好，看京基100,山湖居 ,布心,2室1厅 | 64.42平米 | 南 | 精装 | 低楼层(共11层) | 2003年建 | 板塔结合,385,59765
店长推荐，住家装修，保养好，满五年，费用少,承翰陶源 ,龙岗中心城,2室2厅 | 75.31平米 | 西南 | 精装 | 低楼层(共33层) | 2014年建 | 板塔结合,270,35852
下水径地铁阳光花园朝南两房，业主换房急卖，价格可谈,阳光花园 ,布吉街,2室1厅 | 58.83平米 | 南 | 精装 | 中楼层(共7层) | 2001年建 | 板塔结合,270,45895
3号线正地铁口  大社区 精装2房  拎包入住,信义御城豪园 ,横岗,2室1厅 | 64.66平米 | 西北 | 精装 | 低楼层(共33层) | 2013年建 | 板塔结合,323,49954
店长推荐：方正2房，满5年免个税，东南向看游泳池,丽湖花园二期 ,布吉水径,2室1厅 | 58.12平米 | 东南 | 精装 | 高楼层(共9层) | 1999年建 | 板塔结合,220,37853
精装两房，客厅出阳台，无遮挡，视野采光好,东方明珠城 ,龙岗中心城,2室1厅 | 70.37平米 | 东北 | 精装 | 中楼层(共32层) | 2007年建 | 塔楼,278,39506
高楼层看前海 视野采光好 精装修 拎包即住,新锦安雅园三期 ,翻身,2室1厅 | 72.28平米 | 西南 | 精装 | 中楼层(共16层) | 2005年建 | 板塔结合,730,100997
此房满3年，楼层好，视野宽阔，朝南，采光充足,愉天小区 ,翠竹,1室1厅 | 35.04平米 | 南 | 简装 | 中楼层(共7层) | 1991年建 | 板塔结合,490,139841
旭景佳园三期经典拓展小两房实用性强,珠江旭景佳园 ,坂田,2室1厅 | 41.53平米 | 东南 | 精装 | 中楼层(共18层) | 2008年建 | 塔楼,305,73441
7月满五年，高楼层，视野景观好，业主诚心卖！,广兴源圣拿威 ,碧海,1室1厅 | 33.14平米 | 西北 | 简装 | 中楼层(共31层) | 2013年建 | 板塔结合,385,116174
